Label,area_0,area_1,area_2,area_3,area_4
Parasitized,11153.5,0,0,0,0
Parasitized,174.5,100,88.5,9657,0
Parasitized,125,9057,0,0,0
Parasitized,78.5,6036,0,0,0
Parasitized,98,9694,0,0,0
Parasitized,79,9981,0,0,0
Parasitized,4328.5,0,0,0,0
Parasitized,32,7965.5,0,0,0
Parasitized,29.5,14,10990.5,0,0
Parasitized,187,9606.5,0,0,0
Parasitized,7041.5,0,0,0,0
Parasitized,99.5,7676.5,0,0,0
Parasitized,9906.5,0,0,0,0
Parasitized,0,0,7880.5,0,0
Parasitized,114,11014.5,0,0,0
Parasitized,76,10144,0,0,0
Parasitized,111.5,10911.5,0,0,0
Parasitized,131.5,8381.5,0,0,0
Parasitized,154,8610.5,0,0,0
Parasitized,123,11080.5,0,0,0
Parasitized,111,84.5,9319,0,0
Parasitized,126,8288,0,0,0
Parasitized,119,9266,0,0,0
Parasitized,107.5,10751.5,0,0,0
Parasitized,89,10001.5,0,0,0
Parasitized,151,8493.5,0,0,0
Parasitized,8950,0,0,0,0
Parasitized,37.5,41,8100,0,0
Parasitized,83,10085,0,0,0
Parasitized,93.5,233,8909,0,0
Parasitized,2,114,10842.5,0,0
Parasitized,296,4858,0,0,0
Parasitized,195,9731.5,0,0,0
Parasitized,108,108,6062.5,0,0
Parasitized,224,5862,0,0,0
Parasitized,93,11318,0,0,0
Parasitized,115.5,132,9110.5,0,0
Parasitized,8261,0,0,0,0
Parasitized,107,102.5,74.5,37.5,10963
Parasitized,168,9080,0,0,0
Parasitized,179.5,12089,0,0,0
Parasitized,174,12301,0,0,0
Parasitized,150,155.5,7590,0,0
Parasitized,137,7690,0,0,0
Parasitized,119,330,6813,0,0
Parasitized,7338.5,0,0,0,0
Parasitized,92,11418,0,0,0
Parasitized,120.5,254,7297.5,0,0
Parasitized,148,6044,0,0,0
Parasitized,43.5,15,8563,0,0
Parasitized,126,7404.5,0,0,0
Parasitized,6553,0,0,0,0
Parasitized,128.5,11375,0,0,0
Parasitized,7749,0,0,0,0
Parasitized,8937,0,0,0,0
Parasitized,71.5,7925,0,0,0
Parasitized,75.5,9934,0,0,0
Parasitized,129,9002.5,0,0,0
Parasitized,89,8715,0,0,0
Parasitized,175,6797,0,0,0
Parasitized,75,11823,0,0,0
Parasitized,54.5,7765,0,0,0
Parasitized,185,8019.5,0,0,0
Parasitized,7589.5,0,0,0,0
Parasitized,6573,0,0,0,0
Parasitized,166,8544,0,0,0
Parasitized,98.5,11421.5,0,0,0
Parasitized,11427.5,0,0,0,0
Parasitized,6852,0,0,0,0
Parasitized,231,9532.5,0,0,0
Parasitized,114,9902,0,0,0
Parasitized,207,10452,0,0,0
Parasitized,222,5981.5,0,0,0
Parasitized,128,11607,0,0,0
Parasitized,11,8607,0,0,0
Parasitized,75.5,10139,0,0,0
Parasitized,7805.5,0,0,0,0
Parasitized,20,107.5,10706,0,0
Parasitized,176,8411,0,0,0
Parasitized,107,11,8679.5,0,0
Parasitized,113.5,11341,0,0,0
Parasitized,64.5,10.5,8606,0,0
Parasitized,190,108.5,98,10025,0
Parasitized,77.5,14281,0,0,0
Parasitized,70.5,138,9437,0,0
Parasitized,123,10463.5,0,0,0
Parasitized,12.5,178,77,11007,0
Parasitized,98.5,112,11529,0,0
Parasitized,247,8556,0,0,0
Parasitized,205.5,9724.5,0,0,0
Parasitized,126,9126,0,0,0
Parasitized,289,4424.5,0,0,0
Parasitized,10693,0,0,0,0
Parasitized,89,9684.5,0,0,0
Parasitized,159,7420.5,0,0,0
Parasitized,31,41,8839.5,0,0
Parasitized,175.5,9721,0,0,0
Parasitized,106,9472.5,0,0,0
Parasitized,118.5,12401,0,0,0
Parasitized,58.5,10274,0,0,0
Parasitized,127,192.5,8359.5,0,0
Parasitized,152.5,210.5,8054.5,0,0
Parasitized,7225,0,0,0,0
Parasitized,38,10,10867.5,0,0
Parasitized,195.5,227,6646,0,0
Parasitized,120,19.5,79,7484.5,0
Parasitized,163,144.5,8880,0,0
Parasitized,8130.5,0,0,0,0
Parasitized,204.5,9862,0,0,0
Parasitized,124,8635.5,0,0,0
Parasitized,8348.5,0,0,0,0
Parasitized,121,6717,0,0,0
Parasitized,117.5,161.5,181,8251,0
Parasitized,199,225.5,7888.5,0,0
Parasitized,140,5874.5,0,0,0
Parasitized,93.5,6851.5,0,0,0
Parasitized,154.5,9321.5,0,0,0
Parasitized,85,154,7535.5,0,0
Parasitized,203.5,9450.5,0,0,0
Parasitized,9478,0,0,0,0
Parasitized,151,7968.5,0,0,0
Parasitized,120,7724.5,0,0,0
Parasitized,134,9877.5,0,0,0
Parasitized,164,6656.5,0,0,0
Parasitized,6384.5,0,0,0,0
Parasitized,96.5,10448,0,0,0
Parasitized,78.5,9086.5,0,0,0
Parasitized,168.5,7566.5,0,0,0
Parasitized,134.5,7737,0,0,0
Parasitized,115.5,10227.5,0,0,0
Parasitized,121,10370.5,0,0,0
Parasitized,145,36,45.5,10186,0
Parasitized,111.5,5871,0,0,0
Parasitized,111,9560.5,0,0,0
Parasitized,15.5,2,2,2,75.5
Parasitized,11527.5,0,0,0,0
Parasitized,172,4533,0,0,0
Parasitized,4209,0,0,0,0
Parasitized,180.5,7854.5,0,0,0
Parasitized,190.5,9715.5,0,0,0
Parasitized,9333.5,0,0,0,0
Parasitized,112.5,8560,0,0,0
Parasitized,7,14,7,8858,0
Parasitized,93,7585,0,0,0
Parasitized,285,10499.5,0,0,0
Parasitized,20,117,8926.5,0,0
Parasitized,84,107,11402,0,0
Parasitized,123.5,11346,0,0,0
Parasitized,139,9781.5,0,0,0
Parasitized,92.5,7345,0,0,0
Parasitized,176,220.5,13684,0,0
Parasitized,135.5,99.5,12556.5,0,0
Parasitized,118,8108.5,0,0,0
Parasitized,7940.5,0,0,0,0
Parasitized,107.5,5744.5,0,0,0
Parasitized,152,11393,0,0,0
Parasitized,119,113.5,11805.5,0,0
Parasitized,182,8794,0,0,0
Parasitized,127,13374.5,0,0,0
Parasitized,149,10606,0,0,0
Parasitized,106,12270.5,0,0,0
Parasitized,139,10039,0,0,0
Parasitized,109.5,158.5,6839,0,0
Parasitized,134,10259.5,0,0,0
Parasitized,26,10719,0,0,0
Parasitized,154.5,10261,0,0,0
Parasitized,159,10048,0,0,0
Parasitized,124.5,9926,0,0,0
Parasitized,32,64,8304,0,0
Parasitized,97.5,118.5,63.5,9057.5,0
Parasitized,8673.5,0,0,0,0
Parasitized,139,10683.5,0,0,0
Parasitized,204,5313.5,0,0,0
Parasitized,121.5,9358.5,0,0,0
Parasitized,54.5,7783,0,0,0
Parasitized,210.5,9103.5,0,0,0
Parasitized,125,8200.5,0,0,0
Parasitized,100.5,9918.5,0,0,0
Parasitized,165.5,8718,0,0,0
Parasitized,92.5,13040.5,0,0,0
Parasitized,20.5,197,10579,0,0
Parasitized,182,10602,0,0,0
Parasitized,141,10548,0,0,0
Parasitized,137,9726,0,0,0
Parasitized,15,36.5,9476,0,0
Parasitized,106.5,153,8171,0,0
Parasitized,228,8017.5,0,0,0
Parasitized,114,9246.5,0,0,0
Parasitized,9391.5,0,0,0,0
Parasitized,125.5,14837,0,0,0
Parasitized,9250.5,0,0,0,0
Parasitized,150,170.5,8439,0,0
Parasitized,7318.5,0,0,0,0
Parasitized,28.5,53.5,10525,0,0
Parasitized,92.5,4911,0,0,0
Parasitized,4911,0,0,0,0
Parasitized,398,10651.5,0,0,0
Parasitized,201,11056,0,0,0
Parasitized,142.5,128.5,11797.5,0,0
Parasitized,82.5,11069.5,0,0,0
Parasitized,145.5,8022.5,0,0,0
Parasitized,325,294,6706.5,0,0
Parasitized,110.5,6398,0,0,0
Parasitized,249.5,11173.5,0,0,0
Parasitized,178,10393.5,0,0,0
Parasitized,117,9410,0,0,0
Parasitized,128,164.5,9254,0,0
Parasitized,153,7058,0,0,0
Parasitized,138.5,9610.5,0,0,0
Parasitized,100.5,11423.5,0,0,0
Parasitized,223,10151.5,0,0,0
Parasitized,9285.5,0,0,0,0
Parasitized,176.5,12932,0,0,0
Parasitized,8816.5,0,0,0,0
Parasitized,298,16.5,4586.5,0,0
Parasitized,359,114.5,7871.5,0,0
Parasitized,160.5,8919,0,0,0
Parasitized,66,34.5,8513.5,0,0
Parasitized,151,10178.5,0,0,0
Parasitized,110.5,9865,0,0,0
Parasitized,169.5,10360.5,0,0,0
Parasitized,126,8850.5,0,0,0
Parasitized,162.5,9145,0,0,0
Parasitized,276,9721.5,0,0,0
Parasitized,103.5,9759.5,0,0,0
Parasitized,194,11188,0,0,0
Parasitized,8231.5,0,0,0,0
Parasitized,169.5,8603,0,0,0
Parasitized,116,13676,0,0,0
Parasitized,5880.5,0,0,0,0
Parasitized,192.5,9065.5,0,0,0
Parasitized,136.5,352.5,6674.5,0,0
Parasitized,9276,0,0,0,0
Parasitized,319,9781.5,0,0,0
Parasitized,144.5,11719.5,0,0,0
Parasitized,128,11446.5,0,0,0
Parasitized,137.5,9032.5,0,0,0
Parasitized,230.5,7770.5,0,0,0
Parasitized,134,115.5,7478.5,0,0
Parasitized,10631.5,0,0,0,0
Parasitized,83,102,10640,0,0
Parasitized,119.5,9769.5,0,0,0
Parasitized,207.5,9802.5,0,0,0
Parasitized,113,104.5,11227,0,0
Parasitized,277.5,5874,0,0,0
Parasitized,19.5,240.5,8022,0,0
Parasitized,119,83,8005,0,0
Parasitized,107,96.5,12912.5,0,0
Parasitized,210.5,10140.5,0,0,0
Parasitized,169.5,207.5,8455,0,0
Parasitized,156.5,7789,0,0,0
Parasitized,7,230.5,5523.5,0,0
Parasitized,120,125.5,9041.5,0,0
Parasitized,43.5,9363.5,0,0,0
Parasitized,250,10288.5,0,0,0
Parasitized,96,10253,0,0,0
Parasitized,224.5,6962,0,0,0
Parasitized,36.5,135.5,10124,0,0
Parasitized,126.5,10501.5,0,0,0
Parasitized,159,12252.5,0,0,0
Parasitized,210.5,8065.5,0,0,0
Parasitized,304.5,8581,0,0,0
Parasitized,211.5,11760,0,0,0
Parasitized,138.5,11519,0,0,0
Parasitized,280,8224,0,0,0
Parasitized,194,292.5,8705,0,0
Parasitized,109.5,11279,0,0,0
Parasitized,201,9096,0,0,0
Parasitized,127.5,6789,0,0,0
Parasitized,188.5,11677,0,0,0
Parasitized,126.5,10042,0,0,0
Parasitized,165.5,6988.5,0,0,0
Parasitized,100,159.5,10857.5,0,0
Parasitized,172.5,9739.5,0,0,0
Parasitized,195.5,8730,0,0,0
Parasitized,126,124,9857,0,0
Parasitized,19.5,192,11128.5,0,0
Parasitized,136,9651,0,0,0
Parasitized,184.5,36.5,9693.5,0,0
Parasitized,287,8401,0,0,0
Parasitized,8491.5,0,0,0,0
Parasitized,141,12002.5,0,0,0
Parasitized,121.5,9858.5,0,0,0
Parasitized,49,7494,0,0,0
Parasitized,197.5,5724.5,0,0,0
Parasitized,165.5,9888,0,0,0
Parasitized,10022,0,0,0,0
Parasitized,8071.5,0,0,0,0
Parasitized,159.5,9041,0,0,0
Parasitized,331.5,7775,0,0,0
Parasitized,188.5,8539,0,0,0
Parasitized,15.5,536,5.5,6130,0
Parasitized,95,110,9426.5,0,0
Parasitized,130,9646,0,0,0
Parasitized,41.5,17.5,9304.5,0,0
Parasitized,162,11288,0,0,0
Parasitized,107.5,8744.5,0,0,0
Parasitized,88,10175,0,0,0
Parasitized,68,8856.5,0,0,0
Parasitized,226.5,8041,0,0,0
Parasitized,127,6985,0,0,0
Parasitized,133,8244.5,0,0,0
Parasitized,23,401,569.5,4692.5,0
Parasitized,317,7411.5,0,0,0
Parasitized,10240.5,0,0,0,0
Parasitized,45,32,11362.5,0,0
Parasitized,141,10963,0,0,0
Parasitized,136.5,10505.5,0,0,0
Parasitized,161,10005,0,0,0
Parasitized,67,32,8954,0,0
Parasitized,117,8901,0,0,0
Parasitized,202,200,8158.5,0,0
Parasitized,103.5,18.5,9966,0,0
Parasitized,78,186,9574.5,0,0
Parasitized,154.5,10866.5,0,0,0
Parasitized,150.5,10136,0,0,0
Parasitized,7614.5,0,0,0,0
Parasitized,173.5,12557,0,0,0
Parasitized,264.5,10032.5,0,0,0
Parasitized,218.5,8051,0,0,0
Parasitized,162,11958,0,0,0
Parasitized,121.5,7680.5,0,0,0
Parasitized,119,256.5,146,8310,0
Parasitized,9976.5,0,0,0,0
Parasitized,235.5,21,6672.5,0,0
Parasitized,5983.5,0,0,0,0
Parasitized,118.5,11142.5,0,0,0
Parasitized,67.5,8422.5,0,0,0
Parasitized,137.5,12940,0,0,0
Parasitized,211.5,90,9371.5,0,0
Parasitized,186,208,9054,0,0
Parasitized,84.5,10065,0,0,0
Parasitized,150.5,9882,0,0,0
Parasitized,176,9410.5,0,0,0
Parasitized,7,98,10719.5,0,0
Parasitized,118,143.5,9367.5,0,0
Parasitized,97.5,36,23.5,9171,0
Parasitized,190,12.5,9955.5,0,0
Parasitized,228.5,8357.5,0,0,0
Parasitized,115,9035.5,0,0,0
Parasitized,12845.5,0,0,0,0
Parasitized,190,11106,0,0,0
Parasitized,170,10601,0,0,0
Parasitized,148.5,9029,0,0,0
Parasitized,69,33,8377,0,0
Parasitized,177.5,10325.5,0,0,0
Parasitized,7,132,5797,0,0
Parasitized,74,45,8923.5,0,0
Parasitized,127.5,11153.5,0,0,0
Parasitized,157,15510,0,0,0
Parasitized,150.5,11229.5,0,0,0
Parasitized,123.5,9959.5,0,0,0
Parasitized,131.5,10141,0,0,0
Parasitized,119.5,83.5,9791,0,0
Parasitized,205,8564,0,0,0
Parasitized,118.5,11564.5,0,0,0
Parasitized,7424,0,0,0,0
Parasitized,199,12228,0,0,0
Parasitized,102,9.5,10012,0,0
Parasitized,95.5,129.5,9197,0,0
Parasitized,105.5,10805.5,0,0,0
Parasitized,136.5,9250.5,0,0,0
Parasitized,343.5,9840.5,0,0,0
Parasitized,11,0,34.5,0.5,31.5
Parasitized,22,206,25.5,19,9865
Parasitized,396,14961.5,0,0,0
Parasitized,108,74.5,72.5,10273,0
Parasitized,403,8648,0,0,0
Parasitized,12.5,17.5,200.5,12546.5,0
Parasitized,83.5,13,151.5,11418.5,0
Parasitized,19,10,373,12081,0
Parasitized,147,135.5,11,10344,0
Parasitized,7,224,11021.5,0,0
Parasitized,228,11407,0,0,0
Parasitized,153.5,12163,0,0,0
Parasitized,180,11845,0,0,0
Parasitized,2,108,63.5,77.5,11065
Parasitized,17.5,162,11350,0,0
Parasitized,136,175.5,9562.5,0,0
Parasitized,10410,0,0,0,0
Parasitized,269,9848.5,0,0,0
Parasitized,138.5,8767,0,0,0
Parasitized,76.5,138.5,10217.5,0,0
Parasitized,6234,0,0,0,0
Parasitized,41.5,89.5,234,47,42
Parasitized,233.5,12243,0,0,0
Parasitized,299,14263,0,0,0
Parasitized,263.5,10500,0,0,0
Parasitized,153.5,12417.5,0,0,0
Parasitized,257.5,9061,0,0,0
Parasitized,9842.5,0,0,0,0
Parasitized,135,43.5,10603,0,0
Parasitized,7,112.5,10334,0,0
Parasitized,10400.5,0,0,0,0
Parasitized,176,9635,0,0,0
Parasitized,200.5,13132.5,0,0,0
Parasitized,158.5,29,9642,0,0
Parasitized,108,7,262.5,9267,0
Parasitized,169,7377.5,0,0,0
Parasitized,223.5,11112,0,0,0
Parasitized,242,13268,0,0,0
Parasitized,141.5,9827,0,0,0
Parasitized,6073.5,0,0,0,0
Parasitized,192,9859.5,0,0,0
Parasitized,239,9980.5,0,0,0
Parasitized,12.5,190.5,11.5,9375.5,0
Parasitized,9631.5,0,0,0,0
Parasitized,5598.5,0,0,0,0
Parasitized,150,10536,0,0,0
Parasitized,192.5,7870,0,0,0
Parasitized,11220.5,0,0,0,0
Parasitized,9421.5,0,0,0,0
Parasitized,6016.5,0,0,0,0
Parasitized,27,12784,0,0,0
Parasitized,6327,0,0,0,0
Parasitized,13942.5,0,0,0,0
Parasitized,253.5,9670,0,0,0
Parasitized,78,12562,0,0,0
Parasitized,10275.5,0,0,0,0
Parasitized,144.5,140,10707.5,0,0
Parasitized,211,8624,0,0,0
Parasitized,141,12133.5,0,0,0
Parasitized,39.5,112.5,117,12541.5,0
Parasitized,207,11162,0,0,0
Parasitized,7,156,10337,0,0
Parasitized,160,8700,0,0,0
Parasitized,142.5,5.5,10028.5,0,0
Parasitized,18.5,4074.5,0,0,0
Parasitized,12.5,29.5,221,11630.5,0
Parasitized,232.5,194,50.5,24.5,230.5
Parasitized,31.5,152,10248,0,0
Parasitized,232.5,7984,0,0,0
Parasitized,92,76.5,11077.5,0,0
Parasitized,116.5,1348.5,129,389.5,143.5
Parasitized,25,165,11261,0,0
Parasitized,37,108,10,10461,0
Parasitized,16.5,221,50.5,10488.5,0
Parasitized,163.5,13923,0,0,0
Parasitized,173,9042.5,0,0,0
Parasitized,82.5,10305.5,0,0,0
Parasitized,11.5,265.5,8485.5,0,0
Parasitized,142.5,10464,0,0,0
Parasitized,147,13431.5,0,0,0
Parasitized,177.5,8290,0,0,0
Parasitized,2,9784,0,0,0
Parasitized,215.5,10253,0,0,0
Parasitized,110,10,10689.5,0,0
Parasitized,134.5,11411.5,0,0,0
Parasitized,253.5,119.5,4,6709,0
Parasitized,181.5,8832,0,0,0
Parasitized,5.5,69,8545,0,0
Parasitized,247,9377,0,0,0
Parasitized,113,12199,0,0,0
Parasitized,151.5,12357,0,0,0
Parasitized,102,9.5,14449,0,0
Parasitized,127.5,34,63.5,147,11791
Parasitized,125.5,6918.5,0,0,0
Parasitized,29.5,337.5,8990.5,0,0
Parasitized,8211.5,0,0,0,0
Parasitized,118.5,9459,0,0,0
Parasitized,138,12082,0,0,0
Parasitized,145,11018.5,0,0,0
Parasitized,195.5,11791,0,0,0
Parasitized,13666.5,0,0,0,0
Parasitized,1.5,9629.5,0,0,0
Parasitized,138.5,11539.5,0,0,0
Parasitized,154,11744.5,0,0,0
Parasitized,38.5,9364,0,0,0
Parasitized,190.5,13694,0,0,0
Parasitized,141.5,33,80.5,152.5,13160
Parasitized,154,8388,0,0,0
Parasitized,171,219.5,14502.5,0,0
Parasitized,139,18.5,14462.5,0,0
Parasitized,40,76.5,9014.5,0,0
Parasitized,36.5,328,9538.5,0,0
Parasitized,131.5,11492,0,0,0
Parasitized,218.5,13128.5,0,0,0
Parasitized,136.5,11037,0,0,0
Parasitized,137,9144.5,0,0,0
Parasitized,179.5,10692.5,0,0,0
Parasitized,75,193.5,10239,0,0
Parasitized,129.5,12741,0,0,0
Parasitized,40,8784,0,0,0
Parasitized,311.5,4,12395,0,0
Parasitized,100,63,56,13154.5,0
Parasitized,194,12920.5,0,0,0
Parasitized,51,51,26,4,522
Parasitized,190.5,12697,0,0,0
Parasitized,70.5,28.5,76,14533,0
Parasitized,59,151.5,63.5,66.5,61.5
Parasitized,4,211,10928,0,0
Parasitized,176,8381.5,0,0,0
Parasitized,18.5,102.5,13450,0,0
Parasitized,9642,0,0,0,0
Parasitized,22,153.5,12553.5,0,0
Parasitized,212,228.5,13926,0,0
Parasitized,92,13579,0,0,0
Parasitized,202,88,257.5,15339.5,0
Parasitized,5.5,335.5,13421,0,0
Parasitized,223,13707.5,0,0,0
Parasitized,117,226.5,10589.5,0,0
Parasitized,726.5,243.5,61.5,508.5,9920
Parasitized,279.5,157.5,10796,0,0
Parasitized,165,17040,0,0,0
Parasitized,24.5,5.5,217.5,37,47.5
Parasitized,26,808,11280.5,0,0
Parasitized,193,55,313,13475.5,0
Parasitized,173,15291.5,0,0,0
Parasitized,204,10,274,61,249.5
Parasitized,12.5,301,11842,0,0
Parasitized,430.5,5.5,25.5,12.5,137.5
Parasitized,310,362.5,15686.5,0,0
Parasitized,325,16829,0,0,0
Parasitized,169,357.5,12611.5,0,0
Parasitized,162.5,15627.5,0,0,0
Parasitized,214,13515,0,0,0
Parasitized,328.5,13202,0,0,0
Parasitized,5.5,15,107.5,135,21.5
Parasitized,292,45.5,501,16878.5,0
Parasitized,116,20882.5,0,0,0
Parasitized,37,100,238.5,40,297
Parasitized,12.5,320.5,25,111.5,809
Parasitized,69,412.5,13300.5,0,0
Parasitized,231.5,7,23,13.5,13287
Parasitized,48.5,286,15,51.5,51
Parasitized,150,11067,0,0,0
Parasitized,4,21.5,319.5,13658.5,0
Parasitized,234,18.5,7,48,46
Parasitized,380,13688,0,0,0
Parasitized,333.5,14214,0,0,0
Parasitized,13013,0,0,0,0
Parasitized,184.5,15860,0,0,0
Parasitized,233.5,14553,0,0,0
Parasitized,164.5,14855,0,0,0
Parasitized,52.5,48,28.5,58,221
Parasitized,399.5,10449.5,0,0,0
Parasitized,17.5,2,5.5,4,11
Parasitized,5.5,358.5,18,13930.5,0
Parasitized,0,13245,0,0,0
Parasitized,133,15968.5,0,0,0
Parasitized,137,185.5,12656.5,0,0
Parasitized,318.5,11937,0,0,0
Parasitized,297.5,14789.5,0,0,0
Parasitized,193.5,14792.5,0,0,0
Parasitized,4,196,4,304,10
Parasitized,12546.5,0,0,0,0
Parasitized,8.5,37.5,35.5,16.5,327.5
Parasitized,190,60,21.5,10398,0
Parasitized,280.5,2,31.5,0,3427.5
Parasitized,248.5,10,26.5,191.5,63
Parasitized,5.5,21.5,42.5,25,32
Parasitized,147,13602.5,0,0,0
Parasitized,173.5,17911,0,0,0
Parasitized,186.5,15181.5,0,0,0
Parasitized,208,11046.5,0,0,0
Parasitized,39,64.5,77,10,374.5
Parasitized,4,172,14249,0,0
Parasitized,395.5,11789.5,0,0,0
Parasitized,192,13766.5,0,0,0
Parasitized,123.5,94.5,15757,0,0
Parasitized,14,2,166,12624.5,0
Parasitized,260,13530.5,0,0,0
Parasitized,20.5,531.5,12366,0,0
Parasitized,186,14192,0,0,0
Parasitized,302,14704,0,0,0
Parasitized,165.5,16375,0,0,0
Parasitized,302.5,11042,0,0,0
Parasitized,31,15.5,329.5,14863.5,0
Parasitized,194,176.5,14330.5,0,0
Parasitized,192,15,16,13014,0
Parasitized,101.5,17176,0,0,0
Parasitized,183,10837,0,0,0
Parasitized,150.5,19505.5,0,0,0
Parasitized,2,895,2.5,1,9.5
Parasitized,190,60,35,30,177.5
Parasitized,33,26.5,7,2,8.5
Parasitized,20.5,2,27.5,363,210.5
Parasitized,41.5,11230.5,0,0,0
Parasitized,183,21.5,15,7,26
Parasitized,167,7,634,21,65
Parasitized,28.5,478.5,300,13288.5,0
Parasitized,48.5,84.5,98.5,13.5,37
Parasitized,14,12.5,42.5,55.5,13
Parasitized,11,248,12194.5,0,0
Parasitized,347,7,16.5,13038.5,0
Parasitized,193,13735,0,0,0
Parasitized,166.5,13327,0,0,0
Parasitized,2,2,372.5,12652,0
Parasitized,127.5,14215.5,0,0,0
Parasitized,36,101.5,12535,0,0
Parasitized,63.5,138.5,14123,0,0
Parasitized,12531.5,0,0,0,0
Parasitized,266,14705,0,0,0
Parasitized,44.5,1550,11863.5,0,0
Parasitized,63.5,618.5,17870.5,0,0
Parasitized,110,57.5,15595,0,0
Parasitized,280.5,41.5,22.5,55,10
Parasitized,147.5,15690,0,0,0
Parasitized,158.5,31.5,297,49.5,2
Parasitized,161,7,12,20,17718.5
Parasitized,29,163.5,2,4,207
Parasitized,24,293,10.5,110.5,25
Parasitized,15,5,0,17.5,7
Parasitized,391,15,40,33,8510
Parasitized,18.5,92.5,215,12233.5,0
Parasitized,56,444,10846,0,0
Parasitized,145,15909.5,0,0,0
Parasitized,200,19,13056,0,0
Parasitized,311,12774.5,0,0,0
Parasitized,60.5,2,43.5,4,577
Parasitized,136,94.5,11,208.5,2
Parasitized,147,70.5,13241.5,0,0
Parasitized,326.5,11606.5,0,0,0
Parasitized,11.5,11,78.5,1203.5,4
Parasitized,4,1.5,21,1,0
Parasitized,46.5,11.5,80.5,12.5,206
Parasitized,7,6.5,11317.5,0,0
Parasitized,235.5,19.5,16522,0,0
Parasitized,35.5,90,397.5,13430,0
Parasitized,84.5,13481.5,0,0,0
Parasitized,9.5,29,185,14856.5,0
Parasitized,5,1117,5,0,2.5
Parasitized,5.5,209,5.5,7,13765
Parasitized,94.5,171,65,112,97.5
Parasitized,15639,0,0,0,0
Parasitized,210.5,70.5,8.5,44.5,74.5
Parasitized,298.5,14208,0,0,0
Parasitized,16.5,273,16627.5,0,0
Parasitized,97,275.5,15246.5,0,0
Parasitized,176.5,222.5,8.5,17191.5,0
Parasitized,200,13268.5,0,0,0
Parasitized,128,104.5,12270,0,0
Parasitized,24,51,35.5,18.5,13
Parasitized,16.5,13710.5,0,0,0
Parasitized,256,15858.5,0,0,0
Parasitized,186.5,14909.5,0,0,0
Parasitized,241.5,11,10837.5,0,0
Parasitized,255,9816,0,0,0
Parasitized,55.5,91.5,14267.5,0,0
Parasitized,27,200.5,15041.5,0,0
Parasitized,18.5,317,4,9.5,12803.5
Parasitized,253.5,21.5,28.5,16336,0
Parasitized,37,169.5,44.5,59,80
Parasitized,229,14852.5,0,0,0
Parasitized,61,104.5,53,90.5,533.5
Parasitized,215,11629,0,0,0
Parasitized,212,15684,0,0,0
Parasitized,52.5,123,14831,0,0
Parasitized,101,17,13713,0,0
Parasitized,108.5,13825,0,0,0
Parasitized,263.5,12535,0,0,0
Parasitized,244,13482,0,0,0
Parasitized,21,7,39,10420,0
Parasitized,203.5,14515.5,0,0,0
Parasitized,203.5,17810,0,0,0
Parasitized,22.5,70,14897,0,0
Parasitized,12.5,31,14.5,0,4
Parasitized,179,107.5,242.5,12908,0
Parasitized,22.5,35,462,340.5,25
Parasitized,335,2,129,171,13696
Parasitized,76.5,45,18.5,2,68.5
Parasitized,11183.5,0,0,0,0
Parasitized,141,421.5,17706.5,0,0
Parasitized,36.5,15,190,12319.5,0
Parasitized,22.5,7,32.5,216.5,14783.5
Parasitized,330.5,12551.5,0,0,0
Parasitized,113.5,64,90,180.5,16002
Parasitized,164,76.5,13988.5,0,0
Parasitized,16890.5,0,0,0,0
Parasitized,163,12732,0,0,0
Parasitized,94,573.5,5.5,10320.5,0
Parasitized,255,22.5,12109.5,0,0
Parasitized,188,13070,0,0,0
Parasitized,91,80.5,35,8.5,14897
Parasitized,343,10687,0,0,0
Parasitized,18,10,12.5,26,370.5
Parasitized,17.5,35.5,64,69.5,48
Parasitized,16.5,376,68.5,37.5,36.5
Parasitized,19,301.5,31,9360,0
Parasitized,171,88.5,26,181.5,10446.5
Parasitized,163,13554,0,0,0
Parasitized,8.5,88,8.5,74,19
Parasitized,95.5,216.5,13696.5,0,0
Parasitized,11,224,5.5,2,8.5
Parasitized,4,516,79.5,15446.5,0
Parasitized,218,17.5,9.5,14895,0
Parasitized,72.5,7,69.5,111,7
Parasitized,14311,0,0,0,0
Parasitized,39,20,61.5,28.5,19
Parasitized,116,9844,0,0,0
Parasitized,121,11729,0,0,0
Parasitized,24,7,4,15,10
Parasitized,70,388.5,11805.5,0,0
Parasitized,13.5,54.5,30,12417.5,0
Parasitized,14,545.5,368,19,15138.5
Parasitized,278,33.5,14687.5,0,0
Parasitized,300.5,402.5,41,15995.5,0
Parasitized,10,313.5,42,51,55
Parasitized,32,95.5,228.5,9316,0
Parasitized,61,205.5,17,22,7
Parasitized,469,14488.5,0,0,0
Parasitized,150.5,12079,0,0,0
Parasitized,266.5,17901,0,0,0
Parasitized,257.5,20.5,15713.5,0,0
Parasitized,144,13455,0,0,0
Parasitized,150,14981,0,0,0
Parasitized,373.5,59,53.5,15752,0
Parasitized,0,2,1,0,7066
Parasitized,18,62,122.5,52.5,83
Parasitized,338.5,17,15344.5,0,0
Parasitized,90.5,4,48,42.5,443.5
Parasitized,227,13685.5,0,0,0
Parasitized,255,108,13609.5,0,0
Parasitized,225.5,14135,0,0,0
Parasitized,19,431,14982.5,0,0
Parasitized,7,2,1293.5,61.5,979
Parasitized,4,108,135,507,7
Parasitized,16.5,36.5,4,16.5,18.5
Parasitized,513,14030,0,0,0
